,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
26,Scott M.,"Jul 8th, 2020 9:50 pm",,"Jul 14th, 2020 9:05 pm",Computers & Electronics,243.13,13,33%,,Cell Phones,Ticwatch Pro 2020 for 33% off (now 243.13 all-in)... or cheaper?,https://www.mobvoi.com/ca/products/ticwatchpro2020,4685,0
27,Keenoz,"Jul 13th, 2020 6:18 am","July 20, 2020","Jul 14th, 2020 9:05 pm",Computers & Electronics,,47,80-85%,,Video Games,[Uplay/Steam] Far Cry 5 (11.99$) - Far Cry 4 (7.99$) - Far Cry 3 (3.90$),http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fstore.ubi.com%2Fca%2Fhome%3Flang%3Den,6577,17
28,mymuro,"Jul 11th, 2020 12:20 am","July 14, 2020","Jul 14th, 2020 8:56 pm",Entertainment,,59,,Microsoft Store,"Books, Music, Movies, Magazines","Naruto, Steins Gate, Sword Art Online, Overlord *Free",,20397,125
29,DealMonk,"Jul 5th, 2020 12:30 am",,"Jul 14th, 2020 8:13 pm",Computers & Electronics,89,4,55% off,Urban Outfitters,Home Theatre & Audio,Marshall Major III Bluetooth Headphones $89.00 - White and Black color only,http://www.jdoqocy.com/click-749547-11389065?url=https%3A%2F%2Fwww.urbanoutfitters.com%2Fen-ca%2Fshop%2Fmarshall-major-iii-bluetooth-headphones%3Fcolor%3D010%26type%3DREGULAR%26size%3DONE%2520SIZE%26quantity%3D1&amp;sid=rfdcb,3488,3
0,redflagdealsguy,"Jun 21st, 2020 1:18 am",,"Jul 14th, 2020 8:08 pm",,449.00,287,,Amazon.ca,Computers & Electronics,"Acer Aspire 5 Slim Laptop [Tinkerer Rig] - $449 + Upgrade Costs - Ryzen 3 3200U + 15.6"" IPS FHD",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07RF1XD36%2F&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,57770,91
1,SammyC,"Jul 13th, 2020 8:47 am",,"Jul 14th, 2020 8:00 pm",Home & Garden,69.99,12,,Costco,Other,Global NI Oriental 20 cm (8 in.) Chef's Knife - 69.99$ (Online),https://www.costco.ca/global-ni-oriental-20-cm-(8-in.)-chef's-knife.product.100487132.html,2892,6
2,immad01,"Jul 14th, 2020 8:00 pm",,"Jul 14th, 2020 8:00 pm",Computers & Electronics,$599.99,0,,Amazon.ca,Televisions,Insignia 58-inch 4K UHD HDR LED Smart TV - Fire TV Edition for $599.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FInsignia-58-inch-UHD-HDR-Smart%2Fdp%2FB07Z6LHLG1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,851,-3
3,Carlosf1,"Jun 12th, 2020 1:30 pm",,"Jul 14th, 2020 7:51 pm",,45.96/41.8,59,,,Computers & Electronics,Pre Order Xiaomi Mi Band 5 Smart Bracelet 4 Color AMOLED Screen - C$45.96 / C$41.82 With Code (New Users) ,http://www.awin1.com/cread.php?awinmid=6378&amp;awinaffid=139736&amp;clickref=&amp;p=https://m.aliexpress.com/item/4001121995652.html?trace=wwwdetail2mobilesitedetail&amp;pvid=4d5f0832-fad5-4679-93f3-799e3529143e&amp;aff_platform=promotion&amp;sk=NUUJNoAU&amp;aff_trace_key=3d68b8c805344b8995019b822654931a-1591982981940-02556-NUUJNoAU&amp;rmsg=do_not_replacement&amp;scm=1007.23534.124000.0&amp;terminal_id=2b392dfa851f41e984c26005f9a8010f&amp;aff_request_id=3d68b8c805344b8995019b822654931a-1591982981940-02556-NUUJNoAU,15570,13
4,sprung,"Jul 14th, 2020 2:03 pm",,"Jul 14th, 2020 7:49 pm",Sports & Fitness,,9,,,Equipment,Toronto Bike Share deals for CAA members,https://www.toronto.ca/news/bike-share-toronto-and-canadian-automobile-association-south-central-ontario-form-new-partnership/,1955,5
5,TinkerPhil,"Jul 7th, 2020 10:12 pm","July 8, 2020","Jul 14th, 2020 7:23 pm",Home & Garden,894,11,,Home Depot,Appliances,YMMV LG washing machine WM3800HB for $894,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/lg-electronics-52-cuft-front-load-washer-with-turbowash-in-black--energy-star/1001391070?eid=PS_GOOGLE_D29A%20-%20E-Comm_GGL_Shopping_PLA_EN_Major%20Appliances_Major%20Appliances_PLA_EN__PRODUCT_GROUP_aud-829953601615:pla-339702574028&amp;gclsrc=aw.ds&amp;gclid=EAIaIQobChMIn_HD18e86gIVJh6tBh1MOQblEAQYASABEgK1V_D_BwE,4086,-1
6,secretalcoholic,"Jul 2nd, 2020 12:21 am","December 31, 2020","Jul 14th, 2020 6:59 pm",Computers & Electronics,15 USD,41,,Microsoft,Other,$15 USD Azure & O365 Certification Exams for COVID-19 affected individuals,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36509&amp;murl=https%3A%2F%2Fdocs.microsoft.com%2Fen-us%2Flearn%2Fcertifications%2Fskillingoffer&amp;u1=rfdcb,11136,24
7,madmathd,"Jul 14th, 2020 12:27 pm",,"Jul 14th, 2020 6:54 pm",Home & Garden,299.97,3,50% OFF,,Appliances,SUPER SPECIAL $299.97 Cusinox Super Elite 10 PIECE Cookware Set,https://www.quincailleriedante.com/en/product/all-products/3637-cusinox-super-elite-10-piece-cookware-set.html?Critere=cuisinox,1419,2
8,Quek27,"Jul 14th, 2020 6:39 pm",,"Jul 14th, 2020 6:39 pm",Computers & Electronics,Free,0,100%,STEAM,Video Games,Ninja Kiwi Archive Flash Versions FREE,https://store.steampowered.com/app/1275350/Ninja_Kiwi_Archive/,1295,0
9,DrDoomsday,"Jul 4th, 2020 2:35 pm",,"Jul 14th, 2020 6:34 pm",Financial Services,,82,,,Banking & Investing,Simplii just upped their game- get $75 for sending your first GMT of $100 (plus an additional $25 ~ $50 for referral),,19379,30
10,mr_clark,"Jul 14th, 2020 12:10 pm","July 15, 2020","Jul 14th, 2020 6:29 pm",Computers & Electronics,,1,,,Video Games,Hard Reset Redux - $1.75US - 91% off [Steam],https://us.gamesplanet.com/game/hard-reset-redux-steam-key--3831-1,861,1
11,elfion,"May 25th, 2020 2:37 pm","June 20, 2020","Jul 14th, 2020 6:00 pm",Computers & Electronics,142 CAD,229,40%,,Cell Phones,UMIDIGI A7 Pro - $142,http://www.awin1.com/cread.php?awinmid=6378&amp;awinaffid=139736&amp;clickref=&amp;p=https://a.aliexpress.com/_dWeZMZS,38772,-11
12,oicthat2013,"Jul 7th, 2020 10:38 am","September 7, 2020","Jul 14th, 2020 5:58 pm",,,66,,McDonalds,Restaurants,"$1 Cone and $2 Sundae summer promotion starting July 14, 2020",https://www.mcdonalds.com/ca/en-ca/promotions.html,18203,44
13,jackrabbit000,"Jul 13th, 2020 2:34 pm",,"Jul 14th, 2020 5:52 pm",Sports & Fitness,24.49,46,30%,Amazon.ca,Clothing & Accessories,ASHLIN Men's Bi-fold Wallet w/16 Card Pockets - $24.49 or 30% Off,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FASHLIN-Mens-bi-fold-leather-wallet%2Fdp%2FB010W14QBU%2Fref%3Dsr_1_58%3Fdchild%3D1%26keywords%3Dmens%2Bwallet%2B16%2Bcredit%2Bcards%26qid%3D1594664789%26sr%3D8-58&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,7204,-8
14,Dave98,"Jul 13th, 2020 1:26 pm",,"Jul 14th, 2020 5:27 pm",Computers & Electronics,47.99,30,,Amazon.ca,Peripherals & Accessories,RAVPower GaN 90w 2-Port PD USBC Fast Charger - $47.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FCharger-RAVPower-Charging-Adapter-Compatible%2Fdp%2FB083ZBMJNT%2Fref%3Dmp_s_a_1_1_sspa%3Fdchild%3D1%26keywords%3Dravpower%2B90w%26qid%3D1594660745%26sprefix%3Dravpow%26sr%3D8-1-spons%26psc%3D1%26spLa%3DZW5jcnlwdGVkUXVhbGlmaWVyPUEzNTY0NEdZUUY4NTg0JmVuY3J5cHRlZElkPUEwOTI2MTEwR1pCWjU5TDYzSDExJmVuY3J5cHRlZEFkSWQ9QTA0MTcwNjUzMUpZRlE3WUFINlBGJndpZGdldE5hbWU9c3BfcGhvbmVfc2VhcmNoX2F0ZiZhY3Rpb249Y2xpY2tSZWRpcmVjdCZkb05vdExvZ0NsaWNrPXRydWU%3D&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,5417,13
15,SohSay,"Jul 14th, 2020 12:25 pm",,"Jul 14th, 2020 4:59 pm",Kids & Babies,,5,,,School Supplies,"$1.25 each - 64 crayons, 24 pencils, 8 stick glue",,1426,8
16,petercxc,"Jul 1st, 2020 10:52 am",,"Jul 14th, 2020 4:38 pm",Entertainment,$23,94,,Amazon.ca,"Books, Music, Movies, Magazines","Dudios True Wireless Earbuds, Stereo in-Ear Bluetooth 5.0 Mini Earphone -$23",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FDudios-Wireless-Bluetooth-Earphone-One-Button%2Fdp%2FB07TSLRP6B%2Fref%3Dgbps_tit_s-4_512c_d6b61c2a%3Fsmid%3DA3RGQF1QDBVMY5%26pf_rd_p%3D1977e9ab-0025-4776-b342-9f06b5be512c%26pf_rd_s%3Dslot-4%26pf_rd_t%3D701%26pf_rd_i%3Dgb_main%26pf_rd_m%3DA3DWYIK6Y9EEQB%26pf_rd_r%3DX1PCZDTNQH4JX51XYZK3%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,26934,39
17,KoukiMonster,"Jul 6th, 2020 7:12 pm","August 31, 2020","Jul 14th, 2020 4:12 pm",Financial Services,,7,,Royal Bank,Credit Cards,WestJet Credit Card 2X rewards on Groceries & Restaurants,https://www.rbcroyalbank.com/credit-cards/camp/wj/2007/index.html,2117,5
18,Niffler,"Jul 14th, 2020 3:54 pm","October 31, 2020","Jul 14th, 2020 4:08 pm",Travel,,3,100%,TD First Class Visa Infinite,Other,[YMMV] Free $50 e-gift card from TD/UGO,,1522,1
19,lifeisfuneh,"Jun 30th, 2020 8:25 am","July 13, 2020","Jul 14th, 2020 3:56 pm",Computers & Electronics,,49,up to 42%,,Cameras,"Waterproof modular Action Camera Insta360 Twin edition One R 360+4K mod C$518 tax in, free stick + free S/H by DHL",https://store.insta360.com/summersale,10001,12
20,moronicalgenius,"Jul 13th, 2020 7:54 pm",,"Jul 14th, 2020 3:27 pm",Home & Garden,,12,$10 off,Rens Pets Depot,Pets,$10 off at Ren's Pets,,1431,3
21,Bishop8,"Jul 13th, 2020 2:15 pm",,"Jul 14th, 2020 3:26 pm",Computers & Electronics,99.99,10,,,Home Theatre & Audio,Anker Spirit X2,https://www.costco.ca/anker-soundcore-spirit-x2-true-wireless-bluetooth-earphones%2c-black.product.100671352.html,5818,5
22,el'ation,"Jun 15th, 2020 12:52 pm",,"Jul 14th, 2020 3:07 pm",,$15,119,,Costco,Groceries,Costco.ca Free-Range Argentinian Beef $79.99 - $99.99,https://www.costco.ca/argentinian-beef-tenderloin%2c-1.6-kg-(3.5-lb.).product.100511320.html,23223,-6
23,dagiles22,"Jun 17th, 2020 11:42 am","July 15, 2020","Jul 14th, 2020 2:32 pm",Computers & Electronics,40.50 +tax,43,10% w BYOD,,Cell Phones,Cityfone $45 - 6GB unlimited CAN calling + texting,https://www.cityfone.net/help/contact,11235,2
24,amit33853,"Jul 8th, 2020 11:25 am",,"Jul 14th, 2020 2:23 pm",Home & Garden,$98,13,$202 off,Visions Electronics,Outdoors & Patio,Monster GLO2 outdoor bluetooth speaker for sale $98,https://www.visions.ca/product-detail/46830/monster_bluetooth_20_watt_ipx5_lantern_speaker_with_led_light_panels_and_ez_play?categoryId=0&amp;sku=MNGLOS2&amp;gclid=EAIaIQobChMI07O_t_q96gIVSr7ACh014AzhEAAYASAAEgIbTfD_BwE,2532,3
25,dskum,"Jul 13th, 2020 10:23 am",,"Jul 14th, 2020 1:49 pm",Home & Garden,14.99,5,,Princess Auto,Other,4 pc 3 Wheel Dolly Set - 14.99,https://www.princessauto.com/en/detail/4-pc-3-wheel-dolly-set/A-p8909012e,3037,2
26,immad01,"Jul 10th, 2020 5:11 pm",,"Jul 14th, 2020 1:43 pm",Entertainment,$36.00,30,,East Side Marios,Other,Family PIZZA/PASTA deal for 4 - $36 (only valid for delivery or pickup),https://www.eastsidemarios.com/en/delivery-deals.html,6156,-18
27,avatar12,"Jul 10th, 2020 7:06 pm",,"Jul 14th, 2020 1:05 pm",Computers & Electronics,Free,13,100%,,Video Games,Ghost of Tsushima dynamic theme - Free,,7685,60
28,Siye,"Jul 1st, 2020 12:22 pm",,"Jul 14th, 2020 12:58 pm",,,1,20% off,,Groceries,Tea Sante - 20% Off Sitewide (OHCANADA),https://www.teasante.com/,979,0
29,beardlessBard,"Jul 13th, 2020 11:41 pm",,"Jul 14th, 2020 12:54 pm",,14.92,5,35% off,Amazon.ca,Home & Garden,Keaty manual ceramic coffee burr grinder - $14.92 (35% off),http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FKEATY-Bottles-Silicone-Containers-Liquids%2Fdp%2FB07CF82LM4%2Fref%3Dsr_1_5%3Fdchild%3D1%26keywords%3DKeaty%2Bmanual%2Bceramic%2Bcoffee%2Bburr%2Bgrinder%26qid%3D1594730031%26sr%3D8-5&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3187,9
0,lebrond,"Jul 14th, 2020 12:50 pm",,"Jul 14th, 2020 12:50 pm",Computers & Electronics,14.36,0,,Amazon.ca,Cell Phones,Beemoon Car Phone Mount $14.36,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fbeemoon-C8-Support-pour-iPhone%2Fdp%2FB07TJ8Y1MR&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1221,1
1,Leloiboi,"Jul 14th, 2020 7:33 am",,"Jul 14th, 2020 12:42 pm",,94.99,18,,Amazon.ca,Computers & Electronics,WD Black SN750 500GB M2 NVME SSD - $94.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FBlack-SN750-500GB-Internal-Gaming%2Fdp%2FB07MH2P5ZD&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,2712,3
2,rsg1010,"Jul 13th, 2020 12:24 pm","July 23, 2020","Jul 14th, 2020 12:29 pm",Computers & Electronics,,21,,,Other,Ebay - Take $5 off minimum purchase of $5.01 YMMV,,4155,-4
3,chardo,"Jul 14th, 2020 11:37 am",,"Jul 14th, 2020 12:24 pm",Beauty & Wellness,2.00,5,56% off,Walmart,Beauty Supplies & Personal Care,Crest Pro-Health Whitening Power Toothpaste & Crest Pro-Health Multi-Protection Cool Wintergreen Mouthwash,,925,-2
4,tonershop,"Jul 14th, 2020 11:43 am",,"Jul 14th, 2020 12:07 pm",Computers & Electronics,29.99,2,10,Amazon.ca,Peripherals & Accessories,AUKEY Wireless Charging Power Bank 8000mAh $29.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07T8GLHSY%2F%3Fcoliid%3DIUMAR0VVN0UF8&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1097,-1
5,kk33tm,"Jul 13th, 2020 1:19 pm",,"Jul 14th, 2020 12:05 pm",Computers & Electronics,1299.99,14,,Dell,Computers & Tablets/eReaders,"Dell G5 Desktop i7-9700K, GTX 1660 Ti $1300",http://www.jdoqocy.com/click-749547-12105225?url=https%3A%2F%2Fdeals.dell.com%2Fen-ca%2Fproductdetail%2F50gz&amp;sid=rfdcb,3176,0
6,Jepboi,"Jul 6th, 2020 9:29 pm","July 12, 2020","Jul 14th, 2020 12:05 pm",,,49,30%,,Computers & Electronics,Gen 5 Smartwatch The Carlyle HR Black Stainless Steel $205,http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.fossil.com%2Fen-ca%2Fproducts%2Fgen-5-smartwatch-the-carlyle-hr-black-stainless-steel%2FFTW4037SET.html,11419,15
7,amma7853,"Jul 12th, 2020 4:02 pm",,"Jul 14th, 2020 12:02 pm",,439.99,21,,Newegg,Computers & Electronics,Palit GeForce RTX 2060 StormX video card - $439,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=44589&amp;murl=https%3A%2F%2Fwww.newegg.ca%2Fp%2F1FT-0099-00034&amp;u1=rfdcb,3674,-3
8,chadw01,"May 23rd, 2020 9:14 am",,"Jul 14th, 2020 11:53 am",Computers & Electronics,,319,,Visions Electronics,Televisions,"Hisense 55"" Q8G Series 4K ULED Android TV with Quantum Dot Technology - $698 w/fs",,60949,25
9,AramisAtos,"Jun 18th, 2020 3:20 pm",,"Jul 14th, 2020 10:47 am",,,101,70%,,Apparel,Levi's Warehouse Sale Event 70% off,http://levis-canada.sjv.io/c/341376/486184/8468?u=https%3A%2F%2Fwww.levi.com%2FCA%2Fen_CA%2Fend-of-season%2Fc%2Flevi_clothing_year_end_holiday_sale%3Fcamp%3DCME%2AEC%2ACA%2AEN%2ACA_Levis_Dedicated_Warehouse_Starts_Promo%2Acme_adh%2Aresp%2AALL%2A20200618%26camp_id%3Dlevis.32683002%2520%26rmid%3D20200618_CA_Levis_Dedicated_Warehouse_Starts_Promo%26rrid%3D1115440762%26e_id_s25511%3D2fbc429de516231cccf1b7d48a5c8f5874af9aa6dd599a1169f4e739c9b6c59d%26e_id_m25511%3D21784577610190435641b65a630ce654,38796,60
10,gamzerz,"Jul 8th, 2020 1:31 pm",,"Jul 14th, 2020 10:30 am",Computers & Electronics,$146.87,6,39% off,Amazon.ca,Home Theatre & Audio,Etymotic Research Etymotic ER3XR Earphones - $146.87,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2F%25C3%2589couteurs-intra-auriculaires-armature-%25C3%25A9quilibr%25C3%25A9e-Standard%2Fdp%2FB076652HPH%2Fref%3Dsr_1_2%3Fdchild%3D1%26keywords%3Der3xr%26qid%3D1594229204%26sr%3D8-2&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3071,5
11,szaurus,"Jul 14th, 2020 7:07 am",,"Jul 14th, 2020 10:10 am",Computers & Electronics,,4,,Amazon.ca,Computers & Tablets/eReaders,"Lenovo V14-ARE 82DQ000PUS 14"" Notebook - Ryzen 5 4500U - 8 GB RAM - 256 GB SSD - C$780.84",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2FLenovo-V14-ARE-82DQ000PUS-14-Notebook%2Fdp%2FB088FTRQG7%2Fref%3Dpd_sbs_147_13%3F_encoding%3DUTF8%26pd_rd_i%3DB088FTRQG7%26pd_rd_r%3Db3743575-d0e5-4465-9cc2-a7fb769abc05%26pd_rd_w%3DDFUkO%26pd_rd_wg%3DDGiDQ%26pf_rd_p%3D0ec96c83-1800-4e36-8486-44f5573a2612%26pf_rd_r%3D8VD14TW65HYB3JMSZXX2%26psc%3D1%26refRID%3D8VD14TW65HYB3JMSZXX2&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,1669,1
12,toguy,"Jul 13th, 2020 9:25 am",,"Jul 14th, 2020 9:50 am",Restaurants,,13,,New York Fries,Fast Food,New York Fries - BOGO Fries (must have Fry Society account) - Jul 13-20,,2748,5
13,immad01,"Jul 13th, 2020 9:03 pm","July 31, 2020","Jul 14th, 2020 9:28 am",,$27.97,3,,Princess Auto,Home & Garden,**Power Fist** Telescoping Aluminum Tree Pruner for $27.97,https://www.princessauto.com/en/detail/telescoping-aluminum-tree-pruner/A-p8774150e,2854,4
14,essjayess,"Jul 8th, 2020 11:28 pm",,"Jul 14th, 2020 9:12 am",Small Business,$0.65,9,,Amazon.ca,Office Supplies,"Prang Vinyl White Block Erasers, Medium, Box of 24, $0.65 (Add-on Item)",http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB0050A68YM%2Fref%3Dox_sc_saved_title_1%3Fsmid%3DA3DWYIK6Y9EEQB%26psc%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3801,8
15,NixxonExxo,"Jun 27th, 2020 8:21 pm","July 2, 2020","Jul 14th, 2020 9:11 am",Computers & Electronics,24.99,106,,,Telecom,Cable Internet 75Mb - $24.99 first month/$44.99 after | 150Mb - $34.99 first month/$54.99 after (New customers only),https://www.carrytel.ca/promotion.aspx,19654,-58
16,hill15,"Jul 14th, 2020 8:38 am",,"Jul 14th, 2020 8:38 am",Kids & Babies,$14.00,0,,Walmart,Toys & Games,Imaginext Disney Pixar Toy Story 4 Carnival Playset $14 (Reg. $39.94),http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fimaginext-disney-pixar-toy-story-4-carnival-playset%2F6000198759244&amp;u1=rfdcb,1178,2
17,Yototo005,"Mar 15th, 2020 11:53 am",,"Jul 14th, 2020 5:45 am",Entertainment,,47,,,Events & Attractions,Free streaming opera starting tonight,https://www.metopera.org/,31920,46
18,fangdragon2000,"Jul 9th, 2020 11:51 am",,"Jul 14th, 2020 4:09 am",Computers & Electronics,"139,99",72,30$,Amazon.ca,Peripherals & Accessories,ADATA USA Ultimate Su800 1TB 3D Nand 2.5 Inch SATA III Internal Solid State Drive 139.99$,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB01K8A29E6%2Fref%3Dsspa_dk_detail_6%3FspLa%3DZW5jcnlwdGVkUXVhbGlmaWVyPUEyVEQyS0IyNE03SzNTJmVuY3J5cHRlZElkPUEwNTMxNTE2MVZBT1c5M1JTSlQwRSZlbmNyeXB0ZWRBZElkPUEwMDY0MDg5Mk43REozWEVQTlRSWCZ3aWRnZXROYW1lPXNwX2RldGFpbDImYWN0aW9uPWNsaWNrUmVkaXJlY3QmZG9Ob3RMb2dDbGljaz10cnVl%26th%3D1&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,11149,4
19,ES_Revenge,"Jul 14th, 2020 12:46 am",,"Jul 14th, 2020 3:11 am",Beauty & Wellness,$140.00,7,50%,Walmart,Beauty Supplies & Personal Care,Oral-B Genius 8000 Black *in-store only* clearance $140,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Foral-b-genius-8000-electric-rechargeable-toothbrush-powered-by-braun%2F6000196364558&amp;u1=rfdcb,2146,2
20,unshavenyak,"May 17th, 2020 12:40 pm",,"Jul 14th, 2020 2:36 am",Home & Garden,$287.99,142,26%,Bed Bath And Beyond,Appliances,[Hot] Baratza Sette 30 Conical Burr Grinder - $287.99,http://www.anrdoezrs.net/click-749547-13347068?url=https%3A%2F%2Fwww.bedbathandbeyond.ca%2Fstore%2Fproduct%2Fbaratza-sette-30-conical-burr-grinder-in-black-grey%2F5382833%3Fkeyword%3Dbaratza-sette-30&amp;sid=rfdcb,33217,16
21,Drewloo,"Jul 14th, 2020 1:10 am","July 19, 2020","Jul 14th, 2020 1:52 am",Sports & Fitness,,3,40%,,Clothing & Accessories,40% OFF Watches + Jewelry (FREE SHIPPING),http://go.redirectingat.com?id=2927x594702&amp;xs=1&amp;url=https%3A%2F%2Fwww.fossil.com%2Fen-ca%2F%3Futm_source%3Dgoogle%26amp%3Butm_medium%3Dcpc%26amp%3Butm_campaign%3DCA%257cFossil%257cSearch%257cProspecting%257cBrand%257cExact%257cWatches%26amp%3Butm_content%3DGN%257cGeneral%26amp%3Butm_term%3Dfossil%2520canada%2520watch%26amp%3Bgclid%3DCjwKCAjwjLD4BRAiEiwAg5NBFrhA5LYnLuem5KTn5CpQa-JQvlxxYOuLZ2-P_yH50sKUINu2sB4BahoCIs0QAvD_BwE%26amp%3Bgclsrc%3Daw.ds,1703,-2
22,Krime1k,"Jul 14th, 2020 1:40 am",,"Jul 14th, 2020 1:40 am",Kids & Babies,,0,,Walmart,Toys & Games,LEGO - THE LEGO MOVIE 2 Emmet’s Thricycle! 70823 - $15.89,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=36751&amp;murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2F6000198854853%3Fcmpid%3Daffiliate_rakuten_en_none_none%26utm_source%3Drakuten%26utm_medium%3Daffiliate%26utm_campaign%3Daffiliate_rakuten_en_none_none%26utm_content%3D10%26siteID%3DTnL5HPStwNw-9rKNHy3cW2r_t2g5Vwl1nQ%26wmlspartner%3DTnL5HPStwNw&amp;u1=rfdcb,1623,0
23,2Riskit,"Jul 12th, 2020 9:45 am",,"Jul 14th, 2020 1:29 am",Computers & Electronics,$ 79.99,19,,Amazon.ca,Peripherals & Accessories,Corsair Semi-Modular ATX CX650M Power Supply CP-9020103-NA $ 79.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&amp;location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB01B72W1VA&amp;tag=redflagdealsc-20&amp;linkCode=ur2&amp;camp=15121&amp;creative=330641,3614,1
24,growler,"Jul 13th, 2020 3:57 pm","July 14, 2020","Jul 14th, 2020 1:27 am",Computers & Electronics,$289.99,16,$60 off,Costco,Other,Costco.ca: AOC 24G2E5 - 24in. FHD IPS Monitor - 2 Pack $289.99,"https://www.costco.ca/aoc-24g2e5-24-in.-fhd-ips-monitor-with-amd-freesync-(1920--1080),-2-pack.product.100671364.html",5792,10
25,dskum,"Jul 10th, 2020 5:12 pm",,"Jul 14th, 2020 1:19 am",Home & Garden,34.76,20,,Home Depot,Home Services & Repairs,Kidde Talking CO Smoke detector on sale (Battery only) - $34.76,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/1000751618,4313,5
26,WilliamS17867,"May 21st, 2020 7:13 pm",,"Jul 14th, 2020 1:07 am",Home & Garden,$366.33,107,,Home Depot,Home Improvement & Tools,Milwaukee Mitre Saw 6955-20 with free stand,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-12-inch-dual-bevel-sliding-compound-mitre-saw/1000526692,36910,20
27,bigfishman,"Jun 4th, 2020 3:44 am","August 27, 2020","Jul 14th, 2020 12:04 am",Financial Services,,547,,American Express,Credit Cards,Amex Personal Platinum offer - $250 credits for everydays essentials and more!,,85380,144
28,azia,"Jul 13th, 2020 4:12 pm",,"Jul 13th, 2020 11:53 pm",Sports & Fitness,,8,35%,,Other,Hydroflask (Various Styles and Colours) 35% Off,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&amp;mid=42558&amp;murl=http%3A%2F%2Fwww.thelasthunt.com&amp;u1=rfdcb,3681,5
